#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction	anno	gene
chr18	60492252	60492412	23838597	23838605	Thyroid-Ep	chr18:60492252-60492412	8CpGs	160bp	0.128	0.947	0.819	0.677	0.609	3.13e-92	U	intron	PHLPP1
chr2	130916939	130918378	3495642	3495665	Thyroid-Ep	chr2:130916939-130918378	23CpGs	1439bp	0.0912	0.944	0.852	0.766	0.607	4.73e-97	U	intron	SMPD4
chr5	177746596	177747246	8993158	8993179	Thyroid-Ep	chr5:177746596-177747246	21CpGs	650bp	0.0778	0.911	0.833	0.669	0.605	3.49e-68	U	intron	COL23A1
chr6	52807841	52808040	9626602	9626611	Thyroid-Ep	chr6:52807841-52808040	9CpGs	199bp	0.0769	0.931	0.854	0.703	0.603	9.36e-74	U	Intergenic	GSTA3
chr7	6282848	6283467	10676493	10676501	Thyroid-Ep	chr7:6282848-6283467	8CpGs	619bp	0.107	0.934	0.827	0.69	0.603	3.78e-85	U	intron	CYTH3
chr6	13988034	13988093	9212494	9212500	Thyroid-Ep	chr6:13988034-13988093	6CpGs	59bp	0.0799	0.935	0.855	0.722	0.601	8.98e-86	U	Intergenic	RNF182
chr2	74848024	74848231	3008881	3008892	Thyroid-Ep	chr2:74848024-74848231	11CpGs	207bp	0.0786	0.934	0.856	0.7	0.601	1.16e-77	U	intron	M1AP
chr18	11614756	11615272	23455480	23455494	Thyroid-Ep	chr18:11614756-11615272	14CpGs	516bp	0.0525	0.919	0.867	0.721	0.599	1.77e-73	U	Intergenic	GNAL
chr9	107603645	107603852	14162599	14162605	Thyroid-Ep	chr9:107603645-107603852	6CpGs	207bp	0.0369	0.925	0.888	0.683	0.598	6.5e-58	U	intron	ABCA1
chr14	21969885	21970111	19386406	19386412	Thyroid-Ep	chr14:21969885-21970111	6CpGs	226bp	0.064	0.928	0.864	0.744	0.598	9.11e-82	U	intron	METTL3
chr8	28946691	28946935	12436052	12436060	Thyroid-Ep	chr8:28946691-28946935	8CpGs	244bp	0.071	0.953	0.882	0.749	0.596	5.6e-96	U	intron	KIF13B
chr1	154524598	154524772	1421814	1421820	Thyroid-Ep	chr1:154524598-154524772	6CpGs	174bp	0.0357	0.904	0.868	0.706	0.593	1.71e-63	U	intron	UBE2Q1
chr11	111898442	111899092	17020062	17020084	Thyroid-Ep	chr11:111898442-111899092	22CpGs	650bp	0.137	0.917	0.78	0.657	0.593	2.19e-69	U	intron	DLAT
chr11	67944112	67944208	16649773	16649778	Thyroid-Ep	chr11:67944112-67944208	5CpGs	96bp	0.153	0.949	0.796	0.655	0.591	1.84e-94	U	intron	SUV420H1
chr17	62714003	62714175	23017405	23017411	Thyroid-Ep	chr17:62714003-62714175	6CpGs	172bp	0.0821	0.934	0.852	0.699	0.59	4.28e-73	U	Intergenic	SMURF2
chr11	63562698	63562835	16555724	16555730	Thyroid-Ep	chr11:63562698-63562835	6CpGs	137bp	0.0197	0.935	0.916	0.717	0.59	7.35e-66	U	Intergenic	C11orf84
chr2	1915752	1915975	2315183	2315193	Thyroid-Ep	chr2:1915752-1915975	10CpGs	223bp	0.0717	0.91	0.838	0.659	0.589	2.43e-64	U	exon	MYT1L
chr17	80135410	80136026	23310447	23310464	Thyroid-Ep	chr17:80135410-80136026	17CpGs	616bp	0.0327	0.938	0.906	0.816	0.588	3.03e-95	U	intron	CCDC57
chr1	18058726	18058865	331814	331825	Thyroid-Ep	chr1:18058726-18058865	11CpGs	139bp	0.0627	0.925	0.863	0.673	0.588	6.25e-66	U	Intergenic	ACTL8
chr8	145225611	145226341	13380519	13380538	Thyroid-Ep	chr8:145225611-145226341	19CpGs	730bp	0.167	0.921	0.754	0.65	0.587	6.15e-86	U	intron	MROH1
chr1	10441602	10442072	213109	213118	Thyroid-Ep	chr1:10441602-10442072	9CpGs	470bp	0.0293	0.922	0.893	0.664	0.586	5.42e-62	U	TTS	KIF1B
chr15	75768694	75768952	20791101	20791111	Thyroid-Ep	chr15:75768694-75768952	10CpGs	258bp	0.213	0.962	0.748	0.644	0.585	7.92e-123	U	intron	PTPN9
chr2	204339659	204339857	4033940	4033948	Thyroid-Ep	chr2:204339659-204339857	8CpGs	198bp	0.0361	0.946	0.91	0.839	0.585	1.28e-96	U	intron	RAPH1
chr16	69906646	69907271	21869522	21869538	Thyroid-Ep	chr16:69906646-69907271	16CpGs	625bp	0.157	0.933	0.777	0.643	0.582	4.08e-86	U	intron	WWP2
chr17	45252973	45253845	22819834	22819843	Thyroid-Ep	chr17:45252973-45253845	9CpGs	872bp	0.0945	0.936	0.842	0.638	0.58	5.55e-72	U	intron	CDC27
chr4	110238751	110239276	6941702	6941719	Thyroid-Ep	chr4:110238751-110239276	17CpGs	525bp	0.029	0.922	0.893	0.73	0.578	1.57e-67	U	Intergenic	COL25A1
chr7	110671964	110672287	11620597	11620605	Thyroid-Ep	chr7:110671964-110672287	8CpGs	323bp	0.0365	0.955	0.918	0.849	0.576	4.34e-88	U	intron	IMMP2L
chr1	45581529	45581783	711047	711062	Thyroid-Ep	chr1:45581529-45581783	15CpGs	254bp	0.204	0.954	0.75	0.658	0.576	4.11e-101	U	intron	ZSWIM5
chr2	3449848	3450048	2336744	2336751	Thyroid-Ep	chr2:3449848-3450048	7CpGs	200bp	0.0419	0.959	0.917	0.796	0.575	3.98e-96	U	intron	TRAPPC12
chr2	86257018	86257382	3090822	3090835	Thyroid-Ep	chr2:86257018-86257382	13CpGs	364bp	0.13	0.939	0.809	0.643	0.574	2.53e-86	U	intron	POLR1A
chr17	2944952	2945112	22255972	22255977	Thyroid-Ep	chr17:2944952-2945112	5CpGs	160bp	0.0158	0.874	0.858	0.644	0.574	4.24e-59	U	Intergenic	OR1D5
chr11	86500271	86500689	16847361	16847368	Thyroid-Ep	chr11:86500271-86500689	7CpGs	418bp	0.0107	0.922	0.911	0.733	0.573	2.58e-63	U	Intergenic	PRSS23
chr14	49517952	49518001	19591010	19591015	Thyroid-Ep	chr14:49517952-49518001	5CpGs	49bp	0.013	0.928	0.915	0.624	0.572	8.7e-55	U	Intergenic	RPS29
chr1	32831302	32831498	550040	550046	Thyroid-Ep	chr1:32831302-32831498	6CpGs	196bp	0.229	0.936	0.707	0.595	0.572	1.19e-91	U	exon	BSDC1
chr11	70110601	70110674	16689419	16689425	Thyroid-Ep	chr11:70110601-70110674	6CpGs	73bp	0.198	0.952	0.753	0.672	0.572	2.25e-101	U	Intergenic	PPFIA1
chr20	23968742	23968979	25298964	25298978	Thyroid-Ep	chr20:23968742-23968979	14CpGs	237bp	0.113	0.93	0.817	0.646	0.571	3.64e-69	U	intron,promoter-TSS	GGTLC1
chr16	21362294	21362964	21438625	21438635	Thyroid-Ep	chr16:21362294-21362964	10CpGs	670bp	0.0492	0.894	0.845	0.642	0.57	1.34e-49	U	intron	SNX29P1
chr3	183971342	183972418	5911182	5911207	Thyroid-Ep	chr3:183971342-183972418	25CpGs	1076bp	0.097	0.936	0.839	0.727	0.57	6.43e-92	U	intron	ECE2
chr21	34855595	34856225	25966988	25967002	Thyroid-Ep	chr21:34855595-34856225	14CpGs	630bp	0.154	0.927	0.773	0.66	0.569	2.36e-77	U	Intergenic	DNAJC28
chr1	63218470	63219082	876000	876016	Thyroid-Ep	chr1:63218470-63219082	16CpGs	612bp	0.049	0.945	0.896	0.728	0.569	3.84e-76	U	Intergenic	ATG4C
chr15	65241739	65242202	20666480	20666491	Thyroid-Ep	chr15:65241739-65242202	11CpGs	463bp	0.125	0.942	0.817	0.656	0.569	2.93e-76	U	intron	ANKDD1A
chr2	130919013	130919124	3495683	3495689	Thyroid-Ep	chr2:130919013-130919124	6CpGs	111bp	0.0164	0.877	0.86	0.626	0.567	5.05e-37	U	intron	SMPD4
chr12	132537042	132537250	18518985	18518993	Thyroid-Ep	chr12:132537042-132537250	8CpGs	208bp	0.167	0.948	0.78	0.708	0.565	2.67e-111	U	intron	EP400
chr6	3070673	3070765	9093558	9093565	Thyroid-Ep	chr6:3070673-3070765	7CpGs	92bp	0.218	0.943	0.725	0.647	0.565	1.27e-103	U	Intergenic	RIPK1
chr9	127120341	127120762	14343077	14343088	Thyroid-Ep	chr9:127120341-127120762	11CpGs	421bp	0.244	0.927	0.683	0.593	0.565	1.03e-94	U	exon	LOC100129034
chr11	74038865	74039429	16744431	16744465	Thyroid-Ep	chr11:74038865-74039429	34CpGs	564bp	0.159	0.956	0.797	0.737	0.564	1.92e-116	U	Intergenic	P4HA3
chr12	123856480	123856657	18391235	18391246	Thyroid-Ep	chr12:123856480-123856657	11CpGs	177bp	0.128	0.938	0.81	0.661	0.564	1.03e-86	U	Intergenic	SETD8
chr13	113488301	113488591	19317365	19317378	Thyroid-Ep	chr13:113488301-113488591	13CpGs	290bp	0.099	0.927	0.828	0.738	0.564	3.61e-87	U	intron	ATP11A
chr6	158072899	158073452	10360736	10360744	Thyroid-Ep	chr6:158072899-158073452	8CpGs	553bp	0.0302	0.914	0.883	0.736	0.561	2.85e-62	U	intron	ZDHHC14
chr2	236897052	236897538	4337019	4337033	Thyroid-Ep	chr2:236897052-236897538	14CpGs	486bp	0.0232	0.932	0.909	0.731	0.561	2.09e-68	U	intron	AGAP1
chr9	100431128	100431526	14107400	14107407	Thyroid-Ep	chr9:100431128-100431526	7CpGs	398bp	0.0855	0.904	0.819	0.69	0.557	3.61e-65	U	intron	NCBP1
chr8	144781717	144781831	13365431	13365442	Thyroid-Ep	chr8:144781717-144781831	11CpGs	114bp	0.168	0.899	0.731	0.61	0.556	3.2e-73	U	Intergenic	BREA2
chr3	10061084	10061463	4531281	4531286	Thyroid-Ep	chr3:10061084-10061463	5CpGs	379bp	0.0247	0.885	0.861	0.693	0.555	5.14e-57	U	intron	CIDECP
chr2	60986229	60986557	2871681	2871690	Thyroid-Ep	chr2:60986229-60986557	9CpGs	328bp	0.151	0.951	0.8	0.665	0.555	6.85e-88	U	intron	PAPOLG
chr16	27509934	27510352	21508793	21508807	Thyroid-Ep	chr16:27509934-27510352	14CpGs	418bp	0.015	0.923	0.908	0.66	0.554	1.66e-53	U	intron	GTF3C1
chr8	16642556	16642729	12303308	12303319	Thyroid-Ep	chr8:16642556-16642729	11CpGs	173bp	0.0513	0.933	0.881	0.715	0.553	6.53e-78	U	Intergenic	FGF20
chr10	79598984	79599214	15379895	15379904	Thyroid-Ep	chr10:79598984-79599214	9CpGs	230bp	0.0559	0.937	0.881	0.67	0.553	3.58e-72	U	intron	DLG5
chr1	113270906	113271168	1231442	1231454	Thyroid-Ep	chr1:113270906-113271168	12CpGs	262bp	0.0436	0.915	0.871	0.68	0.551	1.22e-67	U	Intergenic,TTS	FAM19A3
chr10	88559453	88559558	15458350	15458355	Thyroid-Ep	chr10:88559453-88559558	5CpGs	105bp	0.0048	0.912	0.908	0.713	0.55	7.57e-52	U	intron	BMPR1A
chr17	72807324	72808140	23136014	23136027	Thyroid-Ep	chr17:72807324-72808140	13CpGs	816bp	0.125	0.953	0.828	0.67	0.55	3.79e-90	U	intron	TMEM104
chr6	126254856	126255172	10098060	10098065	Thyroid-Ep	chr6:126254856-126255172	5CpGs	316bp	0.182	0.921	0.739	0.604	0.547	5.92e-75	U	Intergenic	HINT3
chr20	9393796	9393983	25175290	25175297	Thyroid-Ep	chr20:9393796-9393983	7CpGs	187bp	0.0443	0.918	0.874	0.707	0.546	2.55e-58	U	intron	PLCB4
chr9	139133809	139134261	14573811	14573819	Thyroid-Ep	chr9:139133809-139134261	8CpGs	452bp	0.0949	0.939	0.844	0.706	0.545	3.84e-84	U	intron	QSOX2
chr8	28762393	28762890	12434294	12434307	Thyroid-Ep	chr8:28762393-28762890	13CpGs	497bp	0.148	0.943	0.795	0.654	0.544	1.23e-81	U	intron	HMBOX1
chr9	132811819	132811955	14441014	14441021	Thyroid-Ep	chr9:132811819-132811955	7CpGs	136bp	0.0469	0.927	0.88	0.699	0.544	2.54e-75	U	Intergenic	GPR107
chr3	43447080	43447246	4814373	4814378	Thyroid-Ep	chr3:43447080-43447246	5CpGs	166bp	0.0298	0.932	0.902	0.675	0.543	3.01e-60	U	intron	ANO10
chr10	75291953	75292483	15338009	15338024	Thyroid-Ep	chr10:75291953-75292483	15CpGs	530bp	0.181	0.915	0.734	0.628	0.542	4.09e-75	U	intron	USP54
chr19	30129869	30130034	24561452	24561457	Thyroid-Ep	chr19:30129869-30130034	5CpGs	165bp	0.00895	0.878	0.869	0.656	0.542	6.25e-46	U	Intergenic	PLEKHF1
chr3	42085691	42085906	4800480	4800485	Thyroid-Ep	chr3:42085691-42085906	5CpGs	215bp	0.132	0.954	0.822	0.695	0.542	1.25e-87	U	Intergenic	ULK4
chr7	143441173	143441899	11885017	11885033	Thyroid-Ep	chr7:143441173-143441899	16CpGs	726bp	0.0858	0.921	0.835	0.65	0.541	3.97e-63	U	Intergenic	CTAGE6P
chr15	90965139	90965336	20959271	20959276	Thyroid-Ep	chr15:90965139-90965336	5CpGs	197bp	0.0703	0.923	0.853	0.651	0.54	2.64e-55	U	intron	IQGAP1
chr1	182871266	182871438	1674719	1674724	Thyroid-Ep	chr1:182871266-182871438	5CpGs	172bp	0.0192	0.883	0.864	0.607	0.539	8.47e-38	U	intron	SHCBP1L
chr12	63056891	63056997	17848012	17848017	Thyroid-Ep	chr12:63056891-63056997	5CpGs	106bp	0.00756	0.922	0.914	0.652	0.539	2.47e-47	U	intron	PPM1H
chr14	68194229	68194554	19757937	19757945	Thyroid-Ep	chr14:68194229-68194554	8CpGs	325bp	0.107	0.943	0.836	0.706	0.537	6.79e-79	U	intron	RDH12
chr12	64410229	64410506	17858166	17858171	Thyroid-Ep	chr12:64410229-64410506	5CpGs	277bp	0.019	0.941	0.922	0.704	0.537	3.99e-62	U	intron	SRGAP1
chr7	1184393	1184562	10563887	10563897	Thyroid-Ep	chr7:1184393-1184562	10CpGs	169bp	0.0695	0.891	0.821	0.684	0.537	2.36e-59	U	Intergenic	C7orf50
chr15	58701798	58702038	20595549	20595556	Thyroid-Ep	chr15:58701798-58702038	7CpGs	240bp	0.0758	0.924	0.848	0.602	0.535	1.05e-50	U	Intergenic	LIPC
chr2	43413289	43413716	2729797	2729804	Thyroid-Ep	chr2:43413289-43413716	7CpGs	427bp	0.168	0.947	0.779	0.654	0.535	4.36e-84	U	Intergenic	ZFP36L2
chr9	138073725	138073927	14546619	14546628	Thyroid-Ep	chr9:138073725-138073927	9CpGs	202bp	0.0418	0.902	0.86	0.639	0.535	2.02e-54	U	exon	LOC401557
chr6	90513046	90513255	9850946	9850953	Thyroid-Ep	chr6:90513046-90513255	7CpGs	209bp	0.136	0.924	0.788	0.574	0.535	5.26e-61	U	exon,intron	MDN1
chr20	62242039	62242246	25773514	25773520	Thyroid-Ep	chr20:62242039-62242246	6CpGs	207bp	0.0327	0.872	0.839	0.584	0.533	1.85e-43	U	intron	GMEB2
chr5	72066235	72066745	8126068	8126074	Thyroid-Ep	chr5:72066235-72066745	6CpGs	510bp	0.0235	0.902	0.878	0.6	0.533	3.11e-42	U	Intergenic	TNPO1
chr17	1318285	1318632	22217789	22217804	Thyroid-Ep	chr17:1318285-1318632	15CpGs	347bp	0.234	0.938	0.704	0.625	0.532	7.33e-100	U	Intergenic	YWHAE
chr15	40671511	40671607	20424284	20424289	Thyroid-Ep	chr15:40671511-40671607	5CpGs	96bp	0.0764	0.91	0.834	0.62	0.531	1e-53	U	Intergenic	KNSTRN
chr13	22786818	22786991	18596420	18596426	Thyroid-Ep	chr13:22786818-22786991	6CpGs	173bp	0.0434	0.914	0.871	0.667	0.53	1.27e-52	U	Intergenic	LINC00424
chr16	1676814	1677233	21147405	21147416	Thyroid-Ep	chr16:1676814-1677233	11CpGs	419bp	0.123	0.945	0.823	0.702	0.53	6.65e-96	U	intron	CRAMP1L
chr14	97398487	97398775	20046960	20046966	Thyroid-Ep	chr14:97398487-97398775	6CpGs	288bp	0.0996	0.903	0.803	0.625	0.53	7.76e-54	U	Intergenic	VRK1
chr8	30081988	30082436	12447805	12447812	Thyroid-Ep	chr8:30081988-30082436	7CpGs	448bp	0.0211	0.915	0.894	0.729	0.529	2.51e-55	U	intron	MIR548O2
chr14	103375499	103375946	20134451	20134466	Thyroid-Ep	chr14:103375499-103375946	15CpGs	447bp	0.171	0.938	0.767	0.646	0.528	7.61e-79	U	exon	TRAF3
chr7	68364312	68364488	11209174	11209180	Thyroid-Ep	chr7:68364312-68364488	6CpGs	176bp	0.0103	0.88	0.87	0.583	0.528	4.15e-37	U	Intergenic	AUTS2
chr18	45353413	45354197	23707031	23707058	Thyroid-Ep	chr18:45353413-45354197	27CpGs	784bp	0.0194	0.961	0.942	0.835	0.527	8.62e-79	U	Intergenic	SMAD2
chr5	159859918	159860121	8807990	8807996	Thyroid-Ep	chr5:159859918-159860121	6CpGs	203bp	0.055	0.891	0.836	0.676	0.526	3.26e-51	U	Intergenic	PTTG1
chr19	4676417	4676565	24173264	24173278	Thyroid-Ep	chr19:4676417-4676565	14CpGs	148bp	0.0218	0.875	0.854	0.627	0.526	4.38e-42	U	exon	DPP9
chr14	73391680	73391869	19807837	19807847	Thyroid-Ep	chr14:73391680-73391869	10CpGs	189bp	0.143	0.951	0.808	0.624	0.525	9.62e-84	U	Intergenic	DCAF4
chr22	31522899	31523087	26403899	26403909	Thyroid-Ep	chr22:31522899-31523087	10CpGs	188bp	0.16	0.918	0.758	0.617	0.525	2.94e-64	U	intron	INPP5J
chr15	89011962	89012198	20930032	20930042	Thyroid-Ep	chr15:89011962-89012198	10CpGs	236bp	0.234	0.944	0.709	0.64	0.525	5.67e-99	U	intron	MRPS11
chr22	19342375	19343211	26220451	26220457	Thyroid-Ep	chr22:19342375-19343211	6CpGs	836bp	0.222	0.924	0.702	0.589	0.525	1.54e-76	U	exon	HIRA
chr5	179103360	179103599	9019209	9019216	Thyroid-Ep	chr5:179103360-179103599	7CpGs	239bp	0.105	0.889	0.783	0.58	0.525	5.19e-51	U	Intergenic	CBY3
chr17	63479970	63480249	23027295	23027314	Thyroid-Ep	chr17:63479970-63480249	19CpGs	279bp	0.0692	0.93	0.861	0.757	0.525	4.64e-81	U	Intergenic	AXIN2
chr20	62242320	62242834	25773520	25773533	Thyroid-Ep	chr20:62242320-62242834	13CpGs	514bp	0.281	0.946	0.665	0.583	0.524	1.2e-110	U	intron	GMEB2
chr3	183408133	183408457	5901822	5901834	Thyroid-Ep	chr3:183408133-183408457	12CpGs	324bp	0.172	0.946	0.774	0.654	0.521	4.61e-79	U	Intergenic	YEATS2
chr10	30832801	30833284	14976309	14976315	Thyroid-Ep	chr10:30832801-30833284	6CpGs	483bp	0.0179	0.879	0.861	0.621	0.52	5.72e-41	U	Intergenic	LYZL2
chr1	21116609	21117118	375622	375629	Thyroid-Ep	chr1:21116609-21117118	7CpGs	509bp	0.022	0.906	0.884	0.62	0.52	4.89e-50	U	Intergenic	HP1BP3
chr3	184270869	184271026	5916837	5916844	Thyroid-Ep	chr3:184270869-184271026	7CpGs	157bp	0.0696	0.907	0.837	0.639	0.519	1.12e-52	U	Intergenic	EPHB3
chr7	92025228	92025875	11427896	11427902	Thyroid-Ep	chr7:92025228-92025875	6CpGs	647bp	0.159	0.947	0.788	0.696	0.518	5.5e-86	U	intron	ANKIB1
chr17	17287263	17287372	22463851	22463860	Thyroid-Ep	chr17:17287263-17287372	9CpGs	109bp	0.175	0.946	0.771	0.651	0.518	4.19e-93	U	Intergenic	SMCR9
chr8	42285018	42285206	12557372	12557377	Thyroid-Ep	chr8:42285018-42285206	5CpGs	188bp	0.103	0.937	0.834	0.649	0.516	2.98e-65	U	intron	SLC20A2
chr13	100380053	100380198	19181485	19181490	Thyroid-Ep	chr13:100380053-100380198	5CpGs	145bp	0.109	0.937	0.827	0.651	0.516	8.6e-70	U	intron	CLYBL
chr14	33392213	33392681	19478187	19478202	Thyroid-Ep	chr14:33392213-33392681	15CpGs	468bp	0.111	0.924	0.813	0.581	0.516	8.61e-63	U	Intergenic	NPAS3
chr17	73039428	73040082	23141557	23141565	Thyroid-Ep	chr17:73039428-73040082	8CpGs	654bp	0.146	0.909	0.763	0.615	0.516	9.66e-67	U	intron	ATP5H
chr19	12701924	12702204	24339028	24339038	Thyroid-Ep	chr19:12701924-12702204	10CpGs	280bp	0.0872	0.938	0.851	0.658	0.516	2.34e-65	U	intron	ZNF490
chr10	108227291	108227365	15656128	15656134	Thyroid-Ep	chr10:108227291-108227365	6CpGs	74bp	0.0829	0.887	0.804	0.636	0.515	6.15e-51	U	Intergenic	SORCS1
chr17	17737018	17737272	22473094	22473099	Thyroid-Ep	chr17:17737018-17737272	5CpGs	254bp	0.0985	0.926	0.827	0.644	0.515	9.4e-70	U	intron	SREBF1
chr1	9373886	9374190	193245	193255	Thyroid-Ep	chr1:9373886-9374190	10CpGs	304bp	0.063	0.94	0.877	0.755	0.515	1.78e-84	U	intron	SPSB1
chr6	170024960	170025145	10510920	10510925	Thyroid-Ep	chr6:170024960-170025145	5CpGs	185bp	0.0816	0.894	0.813	0.602	0.515	5.32e-47	U	intron	WDR27
chr1	154931253	154931637	1427512	1427525	Thyroid-Ep	chr1:154931253-154931637	13CpGs	384bp	0.0286	0.889	0.86	0.688	0.515	1.41e-55	U	exon	PYGO2
chr19	14157259	14157464	24371791	24371799	Thyroid-Ep	chr19:14157259-14157464	8CpGs	205bp	0.131	0.912	0.781	0.555	0.514	2.99e-50	U	intron	IL27RA
chr2	208331846	208332302	4067718	4067725	Thyroid-Ep	chr2:208331846-208332302	7CpGs	456bp	0.0564	0.911	0.854	0.691	0.514	3.4e-55	U	Intergenic	CREB1
chr5	167641765	167642305	8862011	8862027	Thyroid-Ep	chr5:167641765-167642305	16CpGs	540bp	0.0568	0.912	0.856	0.64	0.514	1.49e-47	U	intron	TENM2
chr10	78833441	78833640	15372294	15372299	Thyroid-Ep	chr10:78833441-78833640	5CpGs	199bp	0.0272	0.917	0.89	0.681	0.513	1.06e-56	U	intron	KCNMA1
chr8	144617767	144618291	13360313	13360326	Thyroid-Ep	chr8:144617767-144618291	13CpGs	524bp	0.235	0.928	0.692	0.558	0.512	3.65e-76	U	exon	ZC3H3
chr2	113489730	113490097	3334867	3334873	Thyroid-Ep	chr2:113489730-113490097	6CpGs	367bp	0.0303	0.899	0.868	0.592	0.511	3.9e-40	U	Intergenic	CKAP2L
chr1	235620999	235621697	2142543	2142553	Thyroid-Ep	chr1:235620999-235621697	10CpGs	698bp	0.257	0.943	0.687	0.585	0.511	2.08e-89	U	intron	B3GALNT2
chr16	73058458	73058766	21910631	21910640	Thyroid-Ep	chr16:73058458-73058766	9CpGs	308bp	0.182	0.933	0.751	0.611	0.511	4.19e-67	U	intron	ZFHX3
chr1	55372143	55372285	814639	814645	Thyroid-Ep	chr1:55372143-55372285	6CpGs	142bp	0.0496	0.904	0.854	0.652	0.511	2.09e-50	U	Intergenic	DHCR24
chr19	52794904	52795566	24958736	24958746	Thyroid-Ep	chr19:52794904-52795566	10CpGs	662bp	0.161	0.941	0.78	0.618	0.511	1.46e-80	U	exon	ZNF766
chr2	129321530	129321877	3479602	3479608	Thyroid-Ep	chr2:129321530-129321877	6CpGs	347bp	0.0343	0.904	0.87	0.656	0.511	3.76e-53	U	Intergenic	HS6ST1
chr19	53106175	53107064	24963581	24963595	Thyroid-Ep	chr19:53106175-53107064	14CpGs	889bp	0.141	0.919	0.778	0.59	0.511	2.78e-53	U	Intergenic	ZNF137P
chr11	69588160	69588242	16680244	16680250	Thyroid-Ep	chr11:69588160-69588242	6CpGs	82bp	0.0403	0.831	0.791	0.612	0.51	4.86e-45	U	exon	FGF4
chr1	193160548	193160768	1740548	1740557	Thyroid-Ep	chr1:193160548-193160768	9CpGs	220bp	0.253	0.961	0.708	0.616	0.51	2.43e-108	U	intron	CDC73
chr5	60620150	60620521	8034851	8034857	Thyroid-Ep	chr5:60620150-60620521	6CpGs	371bp	0.149	0.956	0.807	0.752	0.509	2.67e-95	U	Intergenic	ZSWIM6
chr13	80263010	80263177	19039777	19039782	Thyroid-Ep	chr13:80263010-80263177	5CpGs	167bp	0.0244	0.916	0.892	0.735	0.509	7.06e-60	U	Intergenic	NDFIP2-AS1
chr14	21560328	21560432	19380849	19380860	Thyroid-Ep	chr14:21560328-21560432	11CpGs	104bp	0.0132	0.874	0.86	0.637	0.509	3.69e-50	U	exon	ZNF219
chr9	38406613	38407135	13714640	13714647	Thyroid-Ep	chr9:38406613-38407135	7CpGs	522bp	0.068	0.909	0.841	0.62	0.508	1.2e-52	U	exon	IGFBPL1
chr21	42779930	42780441	26057716	26057733	Thyroid-Ep	chr21:42779930-42780441	17CpGs	511bp	0.116	0.926	0.81	0.637	0.507	2.04e-63	U	exon	MX2
chr1	153759639	153759828	1410097	1410106	Thyroid-Ep	chr1:153759639-153759828	9CpGs	189bp	0.0976	0.911	0.814	0.625	0.507	5.2e-56	U	Intergenic	SLC27A3
chr18	55445480	55445653	23791234	23791248	Thyroid-Ep	chr18:55445480-55445653	14CpGs	173bp	0.202	0.949	0.747	0.567	0.507	4.46e-67	U	intron	ATP8B1
chr10	131658341	131658561	15901420	15901428	Thyroid-Ep	chr10:131658341-131658561	8CpGs	220bp	0.0536	0.901	0.847	0.667	0.507	6.55e-55	U	intron	EBF3
chr19	5106165	5106472	24185175	24185191	Thyroid-Ep	chr19:5106165-5106472	16CpGs	307bp	0.318	0.947	0.629	0.561	0.506	1.15e-106	U	intron	KDM4B
chr17	48956471	48956670	22877775	22877780	Thyroid-Ep	chr17:48956471-48956670	5CpGs	199bp	0.0291	0.923	0.894	0.604	0.506	2.32e-43	U	Intergenic	TOB1-AS1
chr6	157159633	157160215	10349695	10349703	Thyroid-Ep	chr6:157159633-157160215	8CpGs	582bp	0.222	0.956	0.735	0.62	0.506	1.54e-93	U	intron	ARID1B
chr17	17832805	17832900	22474516	22474523	Thyroid-Ep	chr17:17832805-17832900	7CpGs	95bp	0.1	0.93	0.83	0.601	0.506	1.95e-51	U	intron	TOM1L2
chr20	23969053	23969266	25298979	25298992	Thyroid-Ep	chr20:23969053-23969266	13CpGs	213bp	0.0293	0.927	0.897	0.707	0.505	3.27e-67	U	exon,intron	GGTLC1
chr8	101059069	101059333	12982325	12982333	Thyroid-Ep	chr8:101059069-101059333	8CpGs	264bp	0.0549	0.871	0.816	0.56	0.504	1.48e-38	U	intron	RGS22
chr1	5894875	5894945	129452	129457	Thyroid-Ep	chr1:5894875-5894945	5CpGs	70bp	0.12	0.886	0.765	0.607	0.504	1.87e-50	U	Intergenic	MIR4689
chr6	33347085	33347239	9427136	9427142	Thyroid-Ep	chr6:33347085-33347239	6CpGs	154bp	0.186	0.904	0.718	0.578	0.504	1.28e-55	U	Intergenic	KIFC1
chr5	169732146	169732668	8882160	8882173	Thyroid-Ep	chr5:169732146-169732668	13CpGs	522bp	0.126	0.933	0.808	0.623	0.504	6.83e-65	U	Intergenic	LCP2
chr1	117630161	117631116	1271656	1271684	Thyroid-Ep	chr1:117630161-117631116	28CpGs	955bp	0.273	0.963	0.689	0.617	0.503	6.91e-115	U	intron	TTF2
chr18	54293609	54294025	23780023	23780031	Thyroid-Ep	chr18:54293609-54294025	8CpGs	416bp	0.22	0.94	0.72	0.585	0.502	2.28e-76	U	exon,intron	TXNL1
chr1	1492055	1492375	35458	35464	Thyroid-Ep	chr1:1492055-1492375	6CpGs	320bp	0.0113	0.924	0.913	0.654	0.501	3.24e-58	U	intron	SSU72
chr16	19067687	19067891	21413694	21413703	Thyroid-Ep	chr16:19067687-19067891	9CpGs	204bp	0.13	0.874	0.744	0.554	0.5	1.18e-42	U	intron	TMC7
